i t0002 t0004 t0008 t0016 t0032 t0064 t0128 t0256 t0512 t1024 tall
1223 -0.0171445 -0.271611 -0.125079 0.2431 0.160785 0.129233 0.106772 -0.284859 -0.347563 0.17089 0.0454356
1224 -0 0 0 0.204329 0.152152 0.145619 0.104939 -0.287025 -0.349397 0.170802 0.0446824
1225 -0.211394 0.236157 0.120926 0.169973 0.14449 0.162193 0.103008 -0.28917 -0.351215 0.170718 0.0439359
1226 0 0.28944 0.214507 0.143707 0.137675 0.178898 0.100983 -0.291293 -0.35302 0.170638 0.0431964
1227 0.230997 0.113206 0.251391 0.128318 0.131557 0.195666 0.0988655 -0.293394 -0.354809 0.170561 0.0424475
1228 0 -0 0.220918 0.125448 0.125966 0.21242 0.0966579 -0.295472 -0.356583 0.170488 0.0416971
1229 -0.0949827 -0.0977235 0.140784 0.135414 0.12072 0.229077 0.0943627 -0.297527 -0.358342 0.170419 0.0409569
1230 0 -0.239584 0.0521476 0.157098 0.115627 0.245548 0.0919828 -0.29956 -0.360085 0.170353 0.040231
1231 -0.152928 -0.191462 0.000171403 0.187925 0.110495 0.26174 0.0895208 -0.30157 -0.361813 0.170291 0.0395333
1232 0 0 0 0.223916 0.105135 0.277557 0.08698 -0.303557 -0.363525 0.170233 0.0388708
1233 -0.223488 0.127335 0.0101791 0.260695 0.0993676 0.292904 0.0843634 -0.305521 -0.365221 0.170178 0.0382033
1234 0 0.0330872 0.00506422 0.295975 0.093025 0.307684 0.0816744 -0.307462 -0.366901 0.170127 0.0375281
1235 0.27865 -0.0873975 -0.0140305 0.326945 0.085956 0.321805 0.0789164 -0.309379 -0.368565 0.17008 0.0368478
1236 0 0 -0.0366883 0.350255 0.0780297 0.335174 0.076093 -0.311273 -0.370212 0.170036 0.0361645
1237 0.133945 0.124859 -0.0510989 0.362826 0.069138 0.347707 0.0732079 -0.313144 -0.371843 0.169996 0.0354856
1238 0 0.0875428 -0.0493482 0.362463 0.0591986 0.359319 0.0702649 -0.314991 -0.373458 0.16996 0.0347841
1239 -0.0233072 -0.0191919 -0.0302901 0.348268 0.0481565 0.369937 0.0672679 -0.316815 -0.375056 0.169927 0.0340725
1240 0 0 0 0.320858 0.0359859 0.37949 0.0642209 -0.318615 -0.376636 0.169898 0.033361
1241 -0.363419 0.0527064 0.0318147 0.28239 0.0226916 0.387917 0.0611278 -0.320392 -0.3782 0.169873 0.0326342
1242 0 0.0203783 0.0577755 0.236384 0.00830948 0.395165 0.0579929 -0.322146 -0.379747 0.169851 0.0319068
1243 0.338247 -0.0281092 0.0697696 0.187354 -0.00709327 0.401188 0.0548204 -0.323877 -0.381276 0.169833 0.0311701
1244 0 0 0.0638253 0.140239 -0.0234182 0.405951 0.0516143 -0.325584 -0.382788 0.169818 0.0304201
1245 0.0106782 0.00922376 0.0435335 0.0996421 -0.040536 0.409429 0.0483791 -0.327269 -0.384283 0.169807 0.0296752
1246 0 -0.0811918 0.0192636 0.0688687 -0.0582882 0.411604 0.0451188 -0.328931 -0.38576 0.1698 0.0289279
1247 0.113368 -0.107225 0.00317154 0.0487703 -0.076488 0.41247 0.0418379 -0.33057 -0.387219 0.169796 0.0281955
1248 0 0 0 0.0363925 -0.0949226 0.412032 0.0385405 -0.332187 -0.38866 0.169796 0.0274753
1249 -0.314121 0.0651445 0.00688206 0.0240158 -0.113635 0.410303 0.0352309 -0.333781 -0.390083 0.1698 0.0267501
1250 0 -0.0543119 0.036307 0.00390917 -0.133576 0.407307 0.0319132 -0.335354 -0.391488 0.169807 0.026022
1251 0.129789 -0.130701 0.0795836 -0.0269256 -0.155468 0.403078 0.0285917 -0.336905 -0.392875 0.169817 0.0252846
1252 0 0 0.115119 -0.0676983 -0.179566 0.39766 0.0252702 -0.338434 -0.394243 0.169832 0.0245427
1253 0.0509815 0.128649 0.124777 -0.115166 -0.205747 0.391106 0.0219529 -0.339943 -0.395593 0.16985 0.0237905
1254 0 0.0477048 0.102645 -0.164775 -0.233589 0.383477 0.0186435 -0.34143 -0.396924 0.169871 0.0230126
1255 0.118219 -0.0710677 0.0562212 -0.211613 -0.262449 0.374844 0.0153458 -0.342898 -0.398237 0.169896 0.022233
1256 0 0 0 -0.251165 -0.291527 0.365286 0.0120635 -0.344345 -0.399531 0.169925 0.0214677
1257 -0.134088 0.0538123 -0.0693964 -0.279881 -0.319932 0.354887 0.00879987 -0.345772 -0.400806 0.169957 0.0207123
1258 0 -0.103269 -0.17547 -0.295546 -0.346735 0.343739 0.0055583 -0.347181 -0.402062 0.169993 0.0199593
1259 0.152036 -0.178462 -0.286121 -0.297463 -0.371022 0.331939 0.00234185 -0.348571 -0.403299 0.170032 0.0192335
1260 0 0 -0.349625 -0.286441 -0.391932 0.319589 -0.00084663 -0.349943 -0.404516 0.170075 0.0185535
1261 -0.493577 0.226288 -0.334535 -0.264589 -0.408698 0.306793 -0.0040045 -0.351297 -0.405715 0.170122 0.0179132
1262 0 0.257275 -0.246538 -0.234918 -0.420675 0.29366 -0.00712938 -0.352634 -0.406894 0.170171 0.0173218
1263 0.241675 0.0842515 -0.122253 -0.200756 -0.427365 0.280297 -0.0102192 -0.353955 -0.408054 0.170225 0.016746
1264 0 0 0 -0.164962 -0.428434 0.266814 -0.0132721 -0.35526 -0.409194 0.170282 0.0161918
1265 0.13162 -0.0416201 0.104519 -0.130188 -0.423721 0.253316 -0.0162866 -0.356549 -0.410315 0.170343 0.0156689
1266 0 -0.119997 0.148517 -0.102028 -0.41325 0.239908 -0.0192615 -0.357825 -0.411416 0.170407 0.0151468
1267 0.119472 -0.10322 0.11737 -0.0855667 -0.397218 0.226689 -0.0221961 -0.359086 -0.412497 0.170474 0.0146377
1268 0 0 0.0339853 -0.0840792 -0.375996 0.213752 -0.0250899 -0.360335 -0.413559 0.170545 0.0141339
1269 -0.335689 0.169232 -0.0570387 -0.0989744 -0.350111 0.201181 -0.027943 -0.361571 -0.4146 0.17062 0.0136424
1270 0 0.332566 -0.107495 -0.12983 -0.320224 0.189052 -0.0307557 -0.362796 -0.415622 0.170698 0.013186
1271 0.333855 0.232185 -0.0858899 -0.174531 -0.287106 0.177427 -0.033529 -0.364011 -0.416624 0.170779 0.0127412
1272 0 0 0 -0.229504 -0.251602 0.166355 -0.0362642 -0.365215 -0.417605 0.170864 0.012303
1273 -0.207583 -0.192712 0.0853885 -0.290054 -0.214595 0.155871 -0.0389631 -0.366412 -0.418567 0.170953 0.0118853
1274 0 -0.205459 0.104724 -0.350799 -0.176954 0.145988 -0.0416282 -0.3676 -0.419508 0.171045 0.0114905
1275 -0.18907 -0.0552835 0.0508978 -0.406201 -0.139487 0.136702 -0.0442625 -0.368782 -0.420429 0.17114 0.0111019
1276 0 0 -0.0429108 -0.4512 -0.10288 0.127985 -0.0468694 -0.369957 -0.42133 0.171239 0.0107267
1277 0.382648 0.0359639 -0.127073 -0.481944 -0.0676291 0.119783 -0.0494531 -0.371129 -0.42221 0.171341 0.010378
1278 0 0.143248 -0.156518 -0.496624 -0.0339751 0.112014 -0.0520184 -0.372296 -0.42307 0.171447 0.0100525
1279 -0.477188 0.13694 -0.10891 -0.496396 -0.00181995 0.104569 -0.0545708 -0.373462 -0.423909 0.171556 0.00975459
1280 0 0 0 -0.486415 0.0293552 0.0973006 -0.0571164 -0.374626 -0.424728 0.171668 0.00949628
1281 -0.00539517 -0.0897898 0.129935 -0.47231 0.0604231 0.0900969 -0.059658 -0.375789 -0.425527 0.171784 0.00924916
1282 0 0.00858325 0.272729 -0.447324 0.0918683 0.0830816 -0.0621836 -0.376951 -0.426304 0.171904 0.00903793
1283 0.0116778 0.10015 0.384539 -0.406056 0.123716 0.0764202 -0.0646777 -0.37811 -0.427062 0.172026 0.00884604
1284 0 0 0.417124 -0.347771 0.155683 0.0702545 -0.0671259 -0.379263 -0.427798 0.172152 0.00865176
1285 0.413596 -0.0990658 0.355943 -0.275078 0.187253 0.064704 -0.0695147 -0.38041 -0.428514 0.172282 0.00847172
1286 0 -0.00509166 0.230753 -0.192762 0.217743 0.0598676 -0.0718314 -0.381548 -0.429209 0.172414 0.00829651
1287 -0.384894 0.09292 0.0987146 -0.106762 0.246375 0.0558241 -0.0740638 -0.382676 -0.429884 0.172551 0.00813796
1288 0 0 0 -0.0232977 0.272324 0.0526343 -0.076201 -0.383793 -0.430538 0.17269 0.00800104
1289 0.0233614 -0.20112 -0.088699 0.0518568 0.294773 0.0503421 -0.0782324 -0.384897 -0.431171 0.172833 0.00785841
1290 0 -0.343327 -0.175392 0.113953 0.312961 0.0489752 -0.0801486 -0.385986 -0.431783 0.172979 0.00772076
1291 0.0335812 -0.213286 -0.23329 0.159699 0.326212 0.0485469 -0.0819405 -0.387059 -0.432374 0.173128 0.00760644
1292 0 0 -0.238855 0.187541 0.333974 0.0490569 -0.0836001 -0.388115 -0.432945 0.173281 0.00750362
1293 0.00590324 0.0922746 -0.190727 0.197803 0.335844 0.0504928 -0.0851198 -0.389151 -0.433494 0.173437 0.00740078
1294 0 -0.0463458 -0.112914 0.192674 0.331583 0.0528306 -0.0864929 -0.390167 -0.434023 0.173597 0.00728557
1295 -0.0185113 -0.148216 -0.042231 0.176047 0.321132 0.0560363 -0.0877132 -0.391162 -0.434531 0.173759 0.00717019
1296 0 0 0 0.153213 0.304617 0.0600668 -0.0887752 -0.392133 -0.435018 0.173925 0.00706904
1297 -0.0811103 0.131102 0.0420439 0.127172 0.282349 0.0648705 -0.0896741 -0.393079 -0.435485 0.174094 0.00697083
1298 0 -0.00876251 0.11188 0.0909069 0.25482 0.070389 -0.0904057 -0.393999 -0.43593 0.174266 0.00686601
1299 -0.0028869 -0.141678 0.188436 0.0403095 0.222687 0.0765573 -0.0909663 -0.394893 -0.436355 0.174442 0.00676165
1300 0 0 0.235524 -0.0237955 0.186755 0.0833051 -0.0913527 -0.395758 -0.436759 0.174621 0.00667133
1301 0.49786 0.19201 0.229669 -0.0973522 0.147951 0.0905578 -0.0915626 -0.396593 -0.437142 0.174803 0.0065896
1302 0 0.170838 0.172406 -0.174532 0.107294 0.0982366 -0.0915939 -0.397397 -0.437504 0.174988 0.00647641
1303 -0.0538493 0.0141963 0.0870604 -0.248953 0.0658526 0.10626 -0.0914452 -0.398169 -0.437845 0.175177 0.00637701
1304 -0 0 -0 -0.314659 0.0247071 0.114545 -0.0911156 -0.398907 -0.438166 0.175368 0.0063152
1305 -0.421108 0.127169 -0.0948893 -0.366862 -0.0151062 0.123007 -0.0906045 -0.399611 -0.438466 0.175563 0.00628351
1306 0 0.284377 -0.215679 -0.402437 -0.0526498 0.131559 -0.0899121 -0.40028 -0.438745 0.175761 0.00630057
1307 0.465496 0.216083 -0.325542 -0.420185 -0.0871489 0.140116 -0.0890388 -0.400912 -0.439003 0.175962 0.00634407
1308 0 0 -0.374871 -0.420855 -0.118061 0.148593 -0.0879856 -0.401506 -0.439241 0.176166 0.00641092
1309 -0.108209 -0.179195 -0.339931 -0.406919 -0.145152 0.156906 -0.0867538 -0.402061 -0.439458 0.176374 0.0065419
1310 0 -0.165593 -0.236801 -0.382117 -0.168578 0.164974 -0.0853452 -0.402576 -0.439654 0.176584 0.00673719
1311 -0.308911 -0.0206814 -0.110599 -0.350755 -0.188974 0.172715 -0.0837619 -0.403051 -0.43983 0.176798 0.00696512
1312 0 0 0 -0.316766 -0.20755 0.180054 -0.0820066 -0.403484 -0.439985 0.177014 0.00721438
1313 0.167029 -0.0286381 0.0956239 -0.280764 -0.225448 0.186917 -0.0800821 -0.403874 -0.44012 0.177234 0.00747125
1314 0 0.00677795 0.15403 -0.236436 -0.241479 0.193233 -0.0779917 -0.404221 -0.440234 0.177457 0.0077414
1315 -0.216487 0.0368193 0.15655 -0.179874 -0.254151 0.198937 -0.075739 -0.404523 -0.440328 0.177683 0.0080277
1316 0 -0 0.108336 -0.110858 -0.262351 0.203967 -0.073328 -0.404779 -0.440401 0.177912 0.00833905
1317 0.035657 -0.128134 0.0357687 -0.0317509 -0.265308 0.208267 -0.0707628 -0.40499 -0.440454 0.178144 0.00866716
1318 0 -0.300822 -0.0232646 0.0534839 -0.262559 0.211786 -0.068048 -0.405154 -0.440487 0.178379 0.00902329
1319 0.103502 -0.234968 -0.0362387 0.14012 -0.253918 0.214477 -0.0651884 -0.405269 -0.4405 0.178617 0.0094338
1320 0 0 0 0.223374 -0.239443 0.2163 -0.062189 -0.405337 -0.440492 0.178858 0.00988396
1321 0.298158 0.21593 0.0589353 0.298973 -0.219403 0.217221 -0.0590551 -0.405355 -0.440464 0.179102 0.0103635
1322 0 0.239517 0.148718 0.363589 -0.194254 0.217212 -0.0557924 -0.405323 -0.440416 0.179349 0.0108392
1323 0.0351039 0.0731745 0.242175 0.415136 -0.1646 0.21625 -0.0524064 -0.405241 -0.440349 0.179599 0.0113204
1324 0 0 0.29564 0.452928 -0.131174 0.214319 -0.0489033 -0.405107 -0.440261 0.179852 0.0118055
1325 -0.407229 -0.0757224 0.282648 0.477707 -0.0948037 0.211409 -0.0452891 -0.404922 -0.440153 0.180108 0.0122749
1326 0 -0.247721 0.208129 0.491531 -0.0563904 0.207519 -0.0415702 -0.404684 -0.440026 0.180366 0.0127461
1327 0.0238166 -0.223285 0.103122 0.497524 -0.0168793 0.20265 -0.0377531 -0.404393 -0.439879 0.180628 0.0132211
1328 0 0 0 0.4995 0.0227634 0.196814 -0.0338445 -0.404049 -0.439712 0.180893 0.0137143
1329 0.360785 0.176996 -0.0932354 0.499562 0.0615744 0.190025 -0.0298511 -0.403651 -0.439526 0.18116 0.014219
1330 -0 0.0986644 -0.153482 0.493115 0.0986163 0.182306 -0.0257798 -0.403198 -0.43932 0.18143 0.0146991
1331 -0.461896 -0.0579047 -0.161577 0.476153 0.133 0.173686 -0.0216377 -0.402691 -0.439095 0.181704 0.0151776
1332 0 0 -0.119669 0.447019 0.163904 0.164199 -0.0174319 -0.402128 -0.438851 0.18198 0.0156903
1333 0.44903 0.0695389 -0.0508605 0.405983 0.190598 0.153886 -0.0131696 -0.401509 -0.438587 0.182259 0.0161989
1334 -0 -0.0612009 0.00903747 0.354837 0.212458 0.142793 -0.00885815 -0.400834 -0.438304 0.18254 0.0166643
1335 -0.458752 -0.14341 0.0276381 0.29649 0.228986 0.13097 -0.00450483 -0.400103 -0.438002 0.182825 0.0171142
1336 0 0 0 0.234573 0.23983 0.118474 -0.000117085 -0.399315 -0.437681 0.183112 0.0175795
1337 0.000161338 0.254847 -0.0528142 0.173049 0.244798 0.105367 0.00429766 -0.39847 -0.437342 0.183402 0.018033
1338 0 0.420041 -0.148197 0.115835 0.243871 0.0917139 0.00873193 -0.397567 -0.436983 0.183695 0.0184698
1339 0.496819 0.252156 -0.257447 0.0664228 0.237224 0.0775841 0.0131782 -0.396607 -0.436606 0.183991 0.0188932
1340 -0 0 -0.328441 0.0275127 0.225234 0.0630509 0.0176291 -0.39559 -0.43621 0.184289 0.019305
1341 -0.310318 -0.141708 -0.325603 0.000654646 0.208495 0.0481908 0.0220771 -0.394514 -0.435796 0.18459 0.0197518
1342 0 -0.0643866 -0.248242 -0.0141076 0.187831 0.0330828 0.0265147 -0.39338 -0.435364 0.184894 0.0202519
1343 0.175421 0.0639918 -0.127223 -0.0185824 0.164305 0.017808 0.0309344 -0.392188 -0.434913 0.1852 0.0207745
1344 0 0 0 -0.0167698 0.139229 0.00244929 0.035329 -0.390938 -0.434444 0.185509 0.0212916
1345 -0.244478 -0.0528553 0.116345 -0.0123596 0.114117 -0.0128872 0.0396911 -0.389629 -0.433957 0.185821 0.0218203
1346 0 0.100247 0.188114 -0.00132397 0.0903329 -0.0280134 0.0440133 -0.388261 -0.433452 0.186136 0.0223842
1347 0.280069 0.173857 0.192391 0.0187255 0.0689635 -0.0427376 0.0482886 -0.386835 -0.43293 0.186453 0.0229566
1348 0 0 0.134823 0.0468269 0.050849 -0.0568876 0.0525098 -0.385351 -0.43239 0.186773 0.0235184
1349 -0.0856557 -0.294874 0.0469484 0.0798992 0.0366011 -0.0703104 0.0566698 -0.383808 -0.431832 0.187095 0.0240998
1350 0 -0.489937 -0.0253787 0.11379 0.0266215 -0.0828709 0.0607619 -0.382207 -0.431256 0.18742 0.0247238
1351 -0.24283 -0.296495 -0.0424407 0.144137 0.0211199 -0.0944521 0.0647791 -0.380547 -0.430664 0.187748 0.0254061
1352 0 0 0 0.167051 0.0201316 -0.104954 0.0687148 -0.378829 -0.430054 0.188078 0.0261428
1353 -0.0643827 0.192656 0.0447658 0.179607 0.023536 -0.114292 0.0725625 -0.377053 -0.429427 0.18841 0.0268902
1354 0 0.155562 0.038231 0.180159 0.0310741 -0.122398 0.0763158 -0.375219 -0.428784 0.188746 0.0276354
1355 0.396902 -0.00488744 -0.0184741 0.168466 0.0423665 -0.12922 0.0799684 -0.373327 -0.428123 0.189083 0.0283888
1356 0 0 -0.0934371 0.145633 0.056931 -0.134717 0.0835143 -0.371377 -0.427446 0.189424 0.0291537
1357 0.0780081 0.00493865 -0.147396 0.113877 0.0742003 -0.138865 0.0869476 -0.36937 -0.426752 0.189766 0.0299532
1358 0 -0.155398 -0.151013 0.0760952 0.0935394 -0.141652 0.0902626 -0.367305 -0.426042 0.190112 0.0307708
1359 -0.285384 -0.192508 -0.095984 0.0352605 0.114263 -0.143078 0.0934536 -0.365184 -0.425316 0.190459 0.0316265
1360 0 0 0 -0.00637141 0.135655 -0.143154 0.0965155 -0.363006 -0.424573 0.190809 0.0325383
1361 -0.00644611 0.296642 0.116477 -0.0472738 0.156981 -0.141904 0.0994431 -0.360772 -0.423815 0.191162 0.0334755
1362 0 0.49072 0.264286 -0.0837548 0.177511 -0.13936 0.102231 -0.358482 -0.42304 0.191517 0.0344332
1363 0.0967824 0.295673 0.398354 -0.111773 0.196533 -0.135566 0.104876 -0.356136 -0.42225 0.191874 0.0353851
1364 0 0 0.458192 -0.128128 0.213372 -0.130574 0.107372 -0.353735 -0.421445 0.192234 0.0363312
1365 0.197869 -0.180452 0.415032 -0.130809 0.227407 -0.124445 0.109716 -0.35128 -0.420624 0.192596 0.0372884
1366 0 -0.119696 0.288766 -0.119213 0.238087 -0.117246 0.111903 -0.348769 -0.419788 0.192961 0.0382539
1367 -0.045715 0.035976 0.134684 -0.0942184 0.244947 -0.109052 0.113929 -0.346205 -0.418937 0.193328 0.0392384
1368 0 -0 0 -0.0581409 0.247628 -0.099947 0.115793 -0.343588 -0.418071 0.193697 0.040229
1369 -0.305088 -0.189518 -0.13638 -0.0145418 0.245892 -0.090017 0.117489 -0.340917 -0.41719 0.194068 0.0412106
1370 0 -0.374728 -0.298141 0.0320894 0.239637 -0.0793552 0.119016 -0.338194 -0.416295 0.194442 0.042203
1371 0.331212 -0.262791 -0.435801 0.0767887 0.228919 -0.0680589 0.120371 -0.33542 -0.415385 0.194818 0.0432201
1372 0 0 -0.488379 0.114704 0.21396 -0.0562292 0.121551 -0.332593 -0.41446 0.195197 0.0442483
1373 -0.462256 0.275726 -0.431173 0.141818 0.195174 -0.0439704 0.122554 -0.329717 -0.413522 0.195577 0.0452913
1374 0 0.41638 -0.291348 0.155796 0.173176 -0.0313895 0.123379 -0.326789 -0.41257 0.19596 0.0463531
1375 0.487199 0.226858 -0.131328 0.156983 0.148803 -0.018595 0.124025 -0.323813 -0.411604 0.196345 0.0473907
1376 0 0 0 0.149516 0.123126 -0.00569715 0.12449 -0.320787 -0.410624 0.196732 0.0483976
1377 -0.028712 -0.208176 0.129872 0.139981 0.0972743 0.00719358 0.124774 -0.317714 -0.409631 0.197122 0.0494181
1378 -0 -0.356223 0.283302 0.128983 0.0717934 0.0199666 0.124876 -0.314593 -0.408624 0.197513 0.0504532
1379 -0.453471 -0.221796 0.413346 0.11608 0.0471317 0.0325121 0.124796 -0.311425 -0.407605 0.197907 0.0514964
1380 0 0 0.462468 0.101617 0.0237904 0.0447217 0.124534 -0.308211 -0.406572 0.198303 0.0525502
1381 0.011523 0.172912 0.407631 0.0864139 0.00229284 0.0564887 0.124092 -0.304951 -0.405526 0.198701 0.0535748
1382 0 0.198811 0.274912 0.0715049 -0.0168434 0.0677094 0.12347 -0.301647 -0.404468 0.199101 0.0545788
1383 0.140984 0.0670592 0.123633 0.0579228 -0.0331312 0.0782833 0.12267 -0.298299 -0.403398 0.199503 0.0555791
1384 0 0 0 0.046536 -0.0461353 0.0881137 0.121692 -0.294908 -0.402315 0.199907 0.0565925
1385 0.113627 -0.0140181 -0.120074 0.0379346 -0.0554908 0.0971086 0.120541 -0.291475 -0.40122 0.200314 0.057624
1386 0 -0.0280125 -0.255242 0.0323648 -0.0609178 0.105181 0.119217 -0.288001 -0.400113 0.200722 0.0586568
1387 0.225359 -0.0197939 -0.364053 0.0297139 -0.0622338 0.112251 0.117724 -0.284486 -0.398995 0.201132 0.059712
1388 0 0 -0.39913 0.0295446 -0.0593619 0.118243 0.116065 -0.280931 -0.397865 0.201545 0.0607831
1389 -0.223341 0.0923859 -0.344486 0.0311779 -0.0523365 0.12309 0.114243 -0.277338 -0.396723 0.201959 0.0618853
1390 0 0.261768 -0.22652 0.0338265 -0.0413054 0.126733 0.112264 -0.273706 -0.39557 0.202375 0.0630204
1391 0.223807 0.223576 -0.0987117 0.0367774 -0.0265291 0.129121 0.110131 -0.270038 -0.394406 0.202794 0.0641475
1392 0 0 0 0.0396237 -0.00837653 0.130211 0.107849 -0.266334 -0.393232 0.203214 0.0652494
1393 -0.217458 -0.28891 0.0724947 0.0420544 0.0126825 0.129973 0.105423 -0.262595 -0.392047 0.203636 0.0663418
1394 0 -0.472151 0.0816069 0.0423322 0.0360874 0.128383 0.102859 -0.258821 -0.390851 0.20406 0.0674334
1395 0.201247 -0.280991 0.0234298 0.0384374 0.061201 0.125432 0.100164 -0.255015 -0.389645 0.204486 0.0685289
1396 0 0 -0.0675083 0.0287306 0.0873262 0.12112 0.0973438 -0.251176 -0.388429 0.204914 0.0696069
1397 -0.00348176 0.282734 -0.143271 0.0121475 0.113726 0.11546 0.0944052 -0.247306 -0.387202 0.205343 0.0706815
1398 0 0.477761 -0.163092 -0.0116779 0.139648 0.108479 0.0913558 -0.243406 -0.385967 0.205775 0.0717499
1399 -0.0874883 0.293939 -0.1095 -0.0423594 0.164349 0.100215 0.0882035 -0.239477 -0.384721 0.206208 0.0727939
1400 0 0 0 -0.0787759 0.187125 0.0907241 0.0849565 -0.23552 -0.383466 0.206643 0.0738322
1401 -0.179396 -0.281832 0.132967 -0.119159 0.207348 0.0800737 0.0816236 -0.231536 -0.382203 0.20708 0.0748573
1402 0 -0.438773 0.292805 -0.161252 0.224496 0.0683483 0.0782139 -0.227526 -0.38093 0.207518 0.0758908
1403 -0.0133942 -0.247781 0.430653 -0.202535 0.238196 0.0556484 0.074737 -0.223491 -0.379648 0.207959 0.0769276
1404 0 0 0.485203 -0.240529 0.248268 0.0420909 0.0712031 -0.219432 -0.378358 0.208401 0.077942
1405 0.167861 0.176133 0.430683 -0.273161 0.254766 0.0278104 0.0676225 -0.215351 -0.377059 0.208844 0.0789253
1406 0 0.208055 0.29285 -0.299204 0.258032 0.0129595 0.0640064 -0.211248 -0.375752 0.20929 0.0798718
1407 0.0903614 0.0749966 0.133 -0.318792 0.258744 -0.00229058 0.0603661 -0.207125 -0.374437 0.209737 0.0808083
1408 0 0 0 -0.333995 0.257975 -0.0177494 0.0567134 -0.202982 -0.373114 0.210186 0.0817542
1409 -0.384525 -0.0239817 -0.115198 -0.3467 0.257011 -0.033206 0.053057 -0.198822 -0.371783 0.210636 0.0827084
1410 0 -0.0437808 -0.19445 -0.350833 0.256437 -0.0484406 0.0493904 -0.194644 -0.370445 0.211088 0.0836999
1411 0.423503 -0.0288631 -0.212677 -0.34066 0.25645 -0.0632506 0.0457048 -0.19045 -0.3691 0.211542 0.0847279
1412 -0 0 -0.168343 -0.313274 0.25707 -0.0774539 0.0419923 -0.186242 -0.367748 0.211997 0.085777
1413 -0.490195 0.0873253 -0.0861659 -0.268269 0.258178 -0.0908881 0.0382462 -0.182021 -0.366389 0.212454 0.0868611
1414 0 0.232036 -0.00874506 -0.207367 0.259546 -0.10341 0.0344609 -0.177787 -0.365023 0.212912 0.0879905
1415 -0.00353423 0.19275 0.0229199 -0.13402 0.260872 -0.114896 0.0306317 -0.173542 -0.36365 0.213372 0.0891087
1416 0 0 0 -0.0529561 0.261805 -0.125238 0.0267551 -0.169287 -0.362271 0.213834 0.0902221
1417 0.0554487 -0.154542 -0.0275354 0.0303025 0.26197 -0.134346 0.0228281 -0.165023 -0.360886 0.214297 0.0913504
1418 0 -0.109002 -0.016767 0.109962 0.260992 -0.142148 0.0188491 -0.160752 -0.359496 0.214761 0.0925058
1419 0.423763 0.0229732 0.0296436 0.18052 0.258514 -0.148586 0.0148169 -0.156475 -0.358099 0.215227 0.0936871
1420 0 0 0.0861905 0.23737 0.254214 -0.153618 0.0107313 -0.152192 -0.356697 0.215694 0.094843
1421 -0.24435 -0.0855205 0.123362 0.277437 0.247819 -0.157216 0.00659275 -0.147906 -0.355289 0.216163 0.0959902
1422 0 -0.0924082 0.120802 0.299862 0.239119 -0.159365 0.00240246 -0.143617 -0.353877 0.216633 0.0971386
1423 -0.213575 -0.0260191 0.0747813 0.306718 0.22797 -0.160065 -0.00183774 -0.139326 -0.352459 0.217105 0.0982695
1424 0 0 0 0.303768 0.214304 -0.159328 -0.00612539 -0.135036 -0.351036 0.217577 0.0993997
1425 0.257791 0.012306 -0.0923848 0.298625 0.198132 -0.157175 -0.0104575 -0.130746 -0.349609 0.218052 0.100531
1426 0 0.0482503 -0.218104 0.291867 0.179543 -0.153641 -0.0148304 -0.126459 -0.348178 0.218527 0.101652
1427 0.213567 0.0459336 -0.338936 0.282254 0.158699 -0.148771 -0.0192402 -0.122175 -0.346742 0.219004 0.102786
1428 -0 0 -0.399516 0.268988 0.135834 -0.142619 -0.0236823 -0.117896 -0.345302 0.219482 0.103925
1429 -0.47344 -0.0124256 -0.370288 0.251728 0.111246 -0.135247 -0.0281518 -0.113623 -0.343858 0.219962 0.105086
